Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Clarence Hubert Ropp,Indianapolis (Ind.),wwi_service_records_b3_f532,"Ropp, Calrence Hubert",Clarence Hubert Ropp file,"File includes letters documenting the participation of Clarence Huber Ropp in World War I. Ropp was training at Valparaiso University in Indiana in August 1918, and was sent to Washington, D.C., to draw military movies.",Valparaiso University,http://id.loc.gov/authorities/names/n80139789,"Ropp, Calrence Hubert; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,letters (correspondence);,https://www.geonames.org/4259418/,39.76838,-86.158,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6783,6783
Clarence Hubert Ropp,Washington (D.C.),wwi_service_records_b3_f532,"Ropp, Calrence Hubert",Clarence Hubert Ropp file,"File includes letters documenting the participation of Clarence Huber Ropp in World War I. Ropp was training at Valparaiso University in Indiana in August 1918, and was sent to Washington, D.C., to draw military movies.",Valparaiso University,http://id.loc.gov/authorities/names/n80139789,"Ropp, Calrence Hubert; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4140963/,38.89511,-77.0364,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6783,6783
Harold Ernest Ross,Angel Island (Calif.),wwi_service_records_b3_f533b,"Ross, Harold Ernest",Harold Ernest Ross file,"File documenting the participation of Harold Ernest Ross in World War I. Ross served in the Army and was stationed at Angel Island in California in November 1918. In 1917, Angel Island served as a detention center for German prisoners of war, and, in 1918, it served as a debarkation and discharge point for American soldiers, according to the California Department of Parks and Recreation. Ross was discharged in November 1918.",United States. Army,https://id.loc.gov/authorities/names/n79063202,"Ross, Harold Ernest; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,postcards; letters (correspondence); reply cards;,https://www.geonames.org/5323982/,37.86225,-122.43,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7029,7029
Nellie Ross,Limoges (France),wwi_service_records_b3_f533,"Ross, Nellie",Nellie Ross file,"File includes a service record card for Nellie Ross's participation in World War I. Ross volunteered for the Red Cross in the Army Nurse Corps with Base Hospital no. 13. She was sent to France on May 22, 1918, and was stationed in Limoges, France, according to the Army Medical Department. She returned to the States on March 6, 1919. Description supplemented by information from Fold3.",American National Red Cross; United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n79096723; https://id.loc.gov/authorities/names/n50071170,"Ross, Nellie; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/2998286/,45.83362,1.24759,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7098,7098
William Rowley,Dallas (Tex.),wwi_service_records_b3_f534,"Rowley, William",William Rowley file,"File documenting the participation of William Rowley in World War I. Rowley left for the army on November 26, 1917. He trained for the air service in Dallas, Texas, then joined the School of Military Aeronautics at the University of Texas in Austin, and then was sent to Barron Field in Fort Worth, Texas, upon graduation in May 1918. He joined the 84th Aero Squadron and transferred to Fort Sheridan, Alabama, and back to Fort Worth in January 1919. In February 1919, he was sent to Waco, Texas, where he was discharged within the month. Files include newspaper clippings.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 84th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rowley, William; World War, 1914-1918; University High School (Normal, Ill.)--Students; Bloomington High School (Bloomington, Ill.)--Students",https://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n2009160684,newspaper clippings;,https://www.geonames.org/4684888/,32.78306,-96.8067,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6508,6508
William Rowley,Austin (Tex.),wwi_service_records_b3_f534,"Rowley, William",William Rowley file,"File documenting the participation of William Rowley in World War I. Rowley left for the army on November 26, 1917. He trained for the air service in Dallas, Texas, then joined the School of Military Aeronautics at the University of Texas in Austin, and then was sent to Barron Field in Fort Worth, Texas, upon graduation in May 1918. He joined the 84th Aero Squadron and transferred to Fort Sheridan, Alabama, and back to Fort Worth in January 1919. In February 1919, he was sent to Waco, Texas, where he was discharged within the month. Files include newspaper clippings.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 84th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rowley, William; World War, 1914-1918; University High School (Normal, Ill.)--Students; Bloomington High School (Bloomington, Ill.)--Students",https://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n2009160684,,https://www.geonames.org/4671654/,30.26715,-97.7431,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6508,6508
William Rowley,Camp Sheridan (Ala.),wwi_service_records_b3_f534,"Rowley, William",William Rowley file,"File documenting the participation of William Rowley in World War I. Rowley left for the army on November 26, 1917. He trained for the air service in Dallas, Texas, then joined the School of Military Aeronautics at the University of Texas in Austin, and then was sent to Barron Field in Fort Worth, Texas, upon graduation in May 1918. He joined the 84th Aero Squadron and transferred to Fort Sheridan, Alabama, and back to Fort Worth in January 1919. In February 1919, he was sent to Waco, Texas, where he was discharged within the month. Files include newspaper clippings.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 84th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rowley, William; World War, 1914-1918; University High School (Normal, Ill.)--Students; Bloomington High School (Bloomington, Ill.)--Students",https://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n2009160684,,,32.36681,-86.3,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6508,6508
William Rowley,Waco (Tex.),wwi_service_records_b3_f534,"Rowley, William",William Rowley file,"File documenting the participation of William Rowley in World War I. Rowley left for the army on November 26, 1917. He trained for the air service in Dallas, Texas, then joined the School of Military Aeronautics at the University of Texas in Austin, and then was sent to Barron Field in Fort Worth, Texas, upon graduation in May 1918. He joined the 84th Aero Squadron and transferred to Fort Sheridan, Alabama, and back to Fort Worth in January 1919. In February 1919, he was sent to Waco, Texas, where he was discharged within the month. Files include newspaper clippings.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 84th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rowley, William; World War, 1914-1918; University High School (Normal, Ill.)--Students; Bloomington High School (Bloomington, Ill.)--Students",https://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n2009160684,,https://www.geonames.org/4739526/,31.54933,-97.1467,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6508,6508
Lawrence Allan Rust,Minneapolis (Minn.),wwi_service_records_b3_f535,"Rust, Lawrence Allan",Lawrence Allan Rust file,"File documenting the participation of Lawrence Allan Rust in World War I. Rust enlisted in July 1918 to be an aviation pilot in the Navy. He joined the Dunwoody Institute in Minnesota in December 1918 and was sent to Pensacola, Florida, in January 1919 for more training. File includes newspaper clippings.",United States. Navy; United States. Naval Aviation Corps; William Hood Dunwoody Industrial Institute,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n97017510; http://id.loc.gov/authorities/names/n87133012,"Rust, Lawrence Allan; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/5037649/,44.97997,-93.2638,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6529,6529
Lawrence Allan Rust,Pensacola (Fla.),wwi_service_records_b3_f535,"Rust, Lawrence Allan",Lawrence Allan Rust file,"File documenting the participation of Lawrence Allan Rust in World War I. Rust enlisted in July 1918 to be an aviation pilot in the Navy. He joined the Dunwoody Institute in Minnesota in December 1918 and was sent to Pensacola, Florida, in January 1919 for more training. File includes newspaper clippings.",United States. Navy; United States. Naval Aviation Corps; William Hood Dunwoody Industrial Institute,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n97017510; http://id.loc.gov/authorities/names/n87133012,"Rust, Lawrence Allan; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4168228/,30.42131,-87.2169,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6529,6529
Louis Ernest Rust,Chanute Field (Ill.),wwi_service_records_b3_f536,"Rust, Louis Ernst",Louis Ernest Rust file,"File documenting the participation of Louis Ernest Rust in World War I. Rust enlisted on December 14, 1917, and was first stationed at Chanute Field in Rantoul, Illinois, with the 210th Aero Squadron. He was sent overseas on February 26, 1918, and was stationed in Doncaster, England, on March 19, 1918. He was transferred on August 1, 1918, to Gormanston, Ireland. Rust returned to the States on December 4, 1918, and was discharged on December 24, 1918. File includes a survey, photo, postcard, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 210th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rust, Louis Ernst; World War, 1914-1918; University High School (Normal, Ill.)--Students; University of Illinois at Urbana-Champaign--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n79049103,questionnaires; photographs; postcards; letters (correspondence); newspaper clippings; reply cards;,https://www.geonames.org/4887210/,40.29444,-88.1431,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7074,7074
Louis Ernest Rust,Doncaster (England),wwi_service_records_b3_f536,"Rust, Louis Ernst",Louis Ernest Rust file,"File documenting the participation of Louis Ernest Rust in World War I. Rust enlisted on December 14, 1917, and was first stationed at Chanute Field in Rantoul, Illinois, with the 210th Aero Squadron. He was sent overseas on February 26, 1918, and was stationed in Doncaster, England, on March 19, 1918. He was transferred on August 1, 1918, to Gormanston, Ireland. Rust returned to the States on December 4, 1918, and was discharged on December 24, 1918. File includes a survey, photo, postcard, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 210th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rust, Louis Ernst; World War, 1914-1918; University High School (Normal, Ill.)--Students; University of Illinois at Urbana-Champaign--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n79049103,,https://www.geonames.org/2651123/,53.52285,-1.13116,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7074,7074
Louis Ernest Rust,Gormanston (Ireland),wwi_service_records_b3_f536,"Rust, Louis Ernst",Louis Ernest Rust file,"File documenting the participation of Louis Ernest Rust in World War I. Rust enlisted on December 14, 1917, and was first stationed at Chanute Field in Rantoul, Illinois, with the 210th Aero Squadron. He was sent overseas on February 26, 1918, and was stationed in Doncaster, England, on March 19, 1918. He was transferred on August 1, 1918, to Gormanston, Ireland. Rust returned to the States on December 4, 1918, and was discharged on December 24, 1918. File includes a survey, photo, postcard, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 210th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Rust, Louis Ernst; World War, 1914-1918; University High School (Normal, Ill.)--Students; University of Illinois at Urbana-Champaign--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n79049103,,https://www.geonames.org/11711144/,53.64535,-6.22991,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7074,7074
Percy Jackson Rutherford,Parris Island (S.C.),wwi_service_records_b3_f537,"Rutherford, Percy Jackson",Percy Jackson Rutherford file,"File documenting the participation of Percy Jackson Rutherford in World War I. Rutherford enlisted on December 15, 1917, in the Marines. He trained at Parris Island, South Carolina, with the 5th Marines before he was sent overseas. He was hospitalized June 14, 1918, at Dijon, France, and on November 8, 1918, in Mesves-sur-Loire, France, for influenza. Rutherford returned to the States on August 3, 1919. File includes a survey and photo. Description supplemented by information from Fold3.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 5th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/no00080471,"Rutherford, Percy Jackson; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,questionnaires; photographs;,https://www.geonames.org/4590550/,32.3352,-80.6923,,,TRUE,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6869,6869
Percy Jackson Rutherford,Dijon (France),wwi_service_records_b3_f537,"Rutherford, Percy Jackson",Percy Jackson Rutherford file,"File documenting the participation of Percy Jackson Rutherford in World War I. Rutherford enlisted on December 15, 1917, in the Marines. He trained at Parris Island, South Carolina, with the 5th Marines before he was sent overseas. He was hospitalized June 14, 1918, at Dijon, France, and on November 8, 1918, in Mesves-sur-Loire, France, for influenza. Rutherford returned to the States on August 3, 1919. File includes a survey and photo. Description supplemented by information from Fold3.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 5th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/no00080471,"Rutherford, Percy Jackson; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3021372/,47.31667,5.01667,,,TRUE,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6869,6869
Percy Jackson Rutherford,Mesves-sur-Loire (France),wwi_service_records_b3_f537,"Rutherford, Percy Jackson",Percy Jackson Rutherford file,"File documenting the participation of Percy Jackson Rutherford in World War I. Rutherford enlisted on December 15, 1917, in the Marines. He trained at Parris Island, South Carolina, with the 5th Marines before he was sent overseas. He was hospitalized June 14, 1918, at Dijon, France, and on November 8, 1918, in Mesves-sur-Loire, France, for influenza. Rutherford returned to the States on August 3, 1919. File includes a survey and photo. Description supplemented by information from Fold3.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 5th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/no00080471,"Rutherford, Percy Jackson; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2994173/,47.24267,2.99191,,,TRUE,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6869,6869
Robert Stillson Sanford,Fort Worth (Tex.),wwi_service_records_b3_f538,"Sanford, Robert Stillson",Robert Stillson Sanford file,"File documenting the participation of Robert Stillson Sanford in World War I. Sanford enlisted on October 11, 1917, and was first stationed at Fort Worth, Texas, with the 183rd Aero Squadron. He was sent overseas on February 16, 1918, with the 139th Aero Squadron. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. From April 5 to August 15, 1918, he was hospitalized for pneumonia in Issoudon, France. Sanford returned to the States on March 24, 1919, and was discharged on April 9, 1919. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 183rd; United States. Army. Air Service. Aero Squadron, 139th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Sanford, Robert Stillson; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,questionnaires; photographs; letters (correspondence); newspaper clippings; reply cards;,https://www.geonames.org/4691930/,32.72541,-97.3209,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6964,6964
Robert Stillson Sanford,Saint-Mihiel (France),wwi_service_records_b3_f538,"Sanford, Robert Stillson",Robert Stillson Sanford file,"File documenting the participation of Robert Stillson Sanford in World War I. Sanford enlisted on October 11, 1917, and was first stationed at Fort Worth, Texas, with the 183rd Aero Squadron. He was sent overseas on February 16, 1918, with the 139th Aero Squadron. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. From April 5 to August 15, 1918, he was hospitalized for pneumonia in Issoudon, France. Sanford returned to the States on March 24, 1919, and was discharged on April 9, 1919. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 183rd; United States. Army. Air Service. Aero Squadron, 139th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Sanford, Robert Stillson; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2977948/,48.88746,5.55099,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6964,6964
Robert Stillson Sanford,Meuse (France),wwi_service_records_b3_f538,"Sanford, Robert Stillson",Robert Stillson Sanford file,"File documenting the participation of Robert Stillson Sanford in World War I. Sanford enlisted on October 11, 1917, and was first stationed at Fort Worth, Texas, with the 183rd Aero Squadron. He was sent overseas on February 16, 1918, with the 139th Aero Squadron. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. From April 5 to August 15, 1918, he was hospitalized for pneumonia in Issoudon, France. Sanford returned to the States on March 24, 1919, and was discharged on April 9, 1919. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 183rd; United States. Army. Air Service. Aero Squadron, 139th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Sanford, Robert Stillson; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2994106/,48.97176,5.36371,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6964,6964
Robert Stillson Sanford,Issoudun (France),wwi_service_records_b3_f538,"Sanford, Robert Stillson",Robert Stillson Sanford file,"File documenting the participation of Robert Stillson Sanford in World War I. Sanford enlisted on October 11, 1917, and was first stationed at Fort Worth, Texas, with the 183rd Aero Squadron. He was sent overseas on February 16, 1918, with the 139th Aero Squadron. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. From April 5 to August 15, 1918, he was hospitalized for pneumonia in Issoudon, France. Sanford returned to the States on March 24, 1919, and was discharged on April 9, 1919. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 183rd; United States. Army. Air Service. Aero Squadron, 139th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Sanford, Robert Stillson; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Influenza Epidemic, 1918-1919; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh2003011372; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3012655/,46.94848,1.99362,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6964,6964
Frank Paul Sanman,Peoria (Ill.),wwi_service_records_b3_f539,"Sanman, Frank Paul",Frank Paul Sanman file,"File includes a newspaper clipping stating that Frank Paul Sanman enlisted in World War I on June 15, 1918. He was sent to Bradley University for mechanical training.",United States. Army;,https://id.loc.gov/authorities/names/n79063202,"Sanman, Frank Paul; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/4905687/,40.69365,-89.589,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6485,6485
Chester J. Scanlan,,wwi_service_records_b3_f540,"Scanlan, Chester J.",Chester J. Scanlan file,"File includes an RSVP card for Chester J. Scanlan. Scanlan registered for the service in World War I on June 5, 1918. Description includes information from Fold3.",United States. Army;,https://id.loc.gov/authorities/names/n79063202,"Scanlan, Chester J.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,reply cards;,,,,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7047,7047
William McKinley Schaefer,Camp Zachary Taylor (Ky.),wwi_service_records_b3_f541,"Schaefer, William McKinley",William McKinley Schaefer file,"File documenting the participation of William McKinley Schaefer in World War I. Schaefer enlisted on September 18, 1917, and first served at Camp Taylor, Kentucky, with the 333rd Infantry. He was sent to France on September 1, 1918, and was stationed in St. Astier, France. When the war ended, he was stationed in Bussy le Grand, France, with the 312th Infantry. Schaefer returned to the States on May 25th, 1919, and was discharged on June 3, 1919. File includes a survey and photo.","United States. Army; United States. Army. Infantry Regiment, 333rd; United States. Army. Infantry Regiment, 313rd",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n85219789,"Schaefer, William McKinley; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; photographs;,https://www.geonames.org/8504327/,38.20082,-85.7094,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6610,6610
William McKinley Schaefer,"Saint-Astier (Dordogne, France)",wwi_service_records_b3_f541,"Schaefer, William McKinley",William McKinley Schaefer file,"File documenting the participation of William McKinley Schaefer in World War I. Schaefer enlisted on September 18, 1917, and first served at Camp Taylor, Kentucky, with the 333rd Infantry. He was sent to France on September 1, 1918, and was stationed in St. Astier, France. When the war ended, he was stationed in Bussy le Grand, France, with the 312th Infantry. Schaefer returned to the States on May 25th, 1919, and was discharged on June 3, 1919. File includes a survey and photo.","United States. Army; United States. Army. Infantry Regiment, 333rd; United States. Army. Infantry Regiment, 313rd",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n85219789,"Schaefer, William McKinley; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2981623/,45.14526,0.52745,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6610,6610
William McKinley Schaefer,Bussy-le-Grand (France),wwi_service_records_b3_f541,"Schaefer, William McKinley",William McKinley Schaefer file,"File documenting the participation of William McKinley Schaefer in World War I. Schaefer enlisted on September 18, 1917, and first served at Camp Taylor, Kentucky, with the 333rd Infantry. He was sent to France on September 1, 1918, and was stationed in St. Astier, France. When the war ended, he was stationed in Bussy le Grand, France, with the 312th Infantry. Schaefer returned to the States on May 25th, 1919, and was discharged on June 3, 1919. File includes a survey and photo.","United States. Army; United States. Army. Infantry Regiment, 333rd; United States. Army. Infantry Regiment, 313rd",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n85219789,"Schaefer, William McKinley; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3029398/,47.57489,4.51512,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6610,6610
Ira Lee Schluter,"Camp Gordon (DeKalb County, Ga.)",wwi_service_records_b3_f542,"Schluter, Ira Lee",Ira Lee Schluter file,"File documenting the participation of Ira Lee Schluter in World War I. Schluter enlisted on May 29, 1918, and was first stationed at Camp Gordon, Georgia, with the 45th Infantry. He transferred to Camp Sheridan, Alabama, on June 4, 1918, and then was sent back to Camp Gordon, Georgia, on December 7, 1918. Schluter was discharged on February 28, 1919. File includes a survey.","United States. Army; United States. Army. Infantry Regiment, 45th",https://id.loc.gov/authorities/names/n79063202,"Schluter, Ira Lee; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires;,https://www.geonames.org/4195817/,33.42097,-82.1621,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6597,6597
Ira Lee Schluter,Camp Sheridan (Ala.),wwi_service_records_b3_f542,"Schluter, Ira Lee",Ira Lee Schluter file,"File documenting the participation of Ira Lee Schluter in World War I. Schluter enlisted on May 29, 1918, and was first stationed at Camp Gordon, Georgia, with the 45th Infantry. He transferred to Camp Sheridan, Alabama, on June 4, 1918, and then was sent back to Camp Gordon, Georgia, on December 7, 1918. Schluter was discharged on February 28, 1919. File includes a survey.","United States. Army; United States. Army. Infantry Regiment, 45th",https://id.loc.gov/authorities/names/n79063202,"Schluter, Ira Lee; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,32.36681,-86.3,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6597,6597
